,Unnamed: 0,Unnamed: 0.1,timestamp,value,anomaly_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
1007,1007,1007,2014-04-04 11:55:00,79.52,0,0,-0.11,-0.22,-0.11
1008,1008,1008,2014-04-04 12:00:00,79.904,0,0,-0.11,-0.22,-0.11
1009,1009,1009,2014-04-04 12:05:00,79.904,0,0,-0.11,-0.22,-0.11
1010,1010,1010,2014-04-04 12:10:00,79.904,0,0,-0.11,-0.22,-0.11
1011,1011,1011,2014-04-04 12:15:00,79.904,0,0,-0.11,-0.22,-0.11
1012,1012,1012,2014-04-04 12:20:00,79.904,0,0,-0.11,-0.22,-0.11
1013,1013,1013,2014-04-04 12:25:00,79.904,0,0,-0.11,-0.22,-0.11
1014,1014,1014,2014-04-04 12:30:00,79.904,0,0,-0.11,-0.22,-0.11
1015,1015,1015,2014-04-04 12:35:00,79.904,0,0,-0.11,-0.22,-0.11
1016,1016,1016,2014-04-04 12:40:00,79.904,0,0,-0.11,-0.22,-0.11
1017,1017,1017,2014-04-04 12:45:00,79.904,0,0,-0.11,-0.22,-0.11
1018,1018,1018,2014-04-04 12:50:00,79.904,0,0,-0.11,-0.22,-0.11
1019,1019,1019,2014-04-04 12:55:00,79.904,0,0,-0.11,-0.22,-0.11
1020,1020,1020,2014-04-04 13:00:00,79.9808,0,0,-0.11,-0.22,-0.11
1021,1021,1021,2014-04-04 13:05:00,79.9808,0,0,-0.11,-0.22,-0.11
1022,1022,1022,2014-04-04 13:10:00,79.9808,0,0,-0.11,-0.22,-0.11
1023,1023,1023,2014-04-04 13:15:00,79.9808,0,0,-0.11,-0.22,-0.11
1024,1024,1024,2014-04-04 13:20:00,79.9808,0,0,-0.11,-0.22,-0.11
1025,1025,1025,2014-04-04 13:25:00,79.9808,0,0,-0.11,-0.22,-0.11
1026,1026,1026,2014-04-04 13:30:00,79.9808,0,0,-0.11,-0.22,-0.11
1027,1027,1027,2014-04-04 13:35:00,79.9808,0,0,-0.11,-0.22,-0.11
1028,1028,1028,2014-04-04 13:40:00,79.9808,0,0,-0.11,-0.22,-0.11
1029,1029,1029,2014-04-04 13:45:00,79.9808,0,0,-0.11,-0.22,-0.11
1030,1030,1030,2014-04-04 13:50:00,79.9808,0,0,-0.11,-0.22,-0.11
1031,1031,1031,2014-04-04 13:55:00,79.9808,0,0,-0.11,-0.22,-0.11
1032,1032,1032,2014-04-04 14:00:00,79.99616,0,0,-0.11,-0.22,-0.11
1033,1033,1033,2014-04-04 14:05:00,79.99616,0,0,-0.11,-0.22,-0.11
1034,1034,1034,2014-04-04 14:10:00,79.99616,0,0,-0.11,-0.22,-0.11
1035,1035,1035,2014-04-04 14:15:00,79.99616,0,0,-0.11,-0.22,-0.11
1036,1036,1036,2014-04-04 14:20:00,79.99616,0,0,-0.11,-0.22,-0.11
1037,1037,1037,2014-04-04 14:25:00,79.99616,0,0,-0.11,-0.22,-0.11
1038,1038,1038,2014-04-04 14:30:00,79.99616,0,0,-0.11,-0.22,-0.11
1039,1039,1039,2014-04-04 14:35:00,79.99616,0,0,-0.11,-0.22,-0.11
1040,1040,1040,2014-04-04 14:40:00,79.99616,0,0,-0.11,-0.22,-0.11
1041,1041,1041,2014-04-04 14:45:00,79.99616,0,0,-0.11,-0.22,-0.11
1042,1042,1042,2014-04-04 14:50:00,79.99616,0,0,-0.11,-0.22,-0.11
1043,1043,1043,2014-04-04 14:55:00,79.99616,0,0,-0.11,-0.22,-0.11
1044,1044,1044,2014-04-04 15:00:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1045,1045,1045,2014-04-04 15:05:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1046,1046,1046,2014-04-04 15:10:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1047,1047,1047,2014-04-04 15:15:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1048,1048,1048,2014-04-04 15:20:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1049,1049,1049,2014-04-04 15:25:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1050,1050,1050,2014-04-04 15:30:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1051,1051,1051,2014-04-04 15:35:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1052,1052,1052,2014-04-04 15:40:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1053,1053,1053,2014-04-04 15:45:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1054,1054,1054,2014-04-04 15:50:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1055,1055,1055,2014-04-04 15:55:00,79.99923199999998,0,0,-0.11,-0.22,-0.11
1056,1056,1056,2014-04-04 16:00:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1057,1057,1057,2014-04-04 16:05:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1058,1058,1058,2014-04-04 16:10:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1059,1059,1059,2014-04-04 16:15:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1060,1060,1060,2014-04-04 16:20:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1061,1061,1061,2014-04-04 16:25:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1062,1062,1062,2014-04-04 16:30:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1063,1063,1063,2014-04-04 16:35:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1064,1064,1064,2014-04-04 16:40:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1065,1065,1065,2014-04-04 16:45:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1066,1066,1066,2014-04-04 16:50:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1067,1067,1067,2014-04-04 16:55:00,79.99984640000002,0,0,-0.11,-0.22,-0.11
1068,1068,1068,2014-04-04 17:00:00,79.99996928,0,0,-0.11,-0.22,-0.11
1069,1069,1069,2014-04-04 17:05:00,79.99996928,0,0,-0.11,-0.22,-0.11
1070,1070,1070,2014-04-04 17:10:00,79.99996928,0,0,-0.11,-0.22,-0.11
1071,1071,1071,2014-04-04 17:15:00,79.99996928,0,0,-0.11,-0.22,-0.11
1072,1072,1072,2014-04-04 17:20:00,79.99996928,0,0,-0.11,-0.22,-0.11
1073,1073,1073,2014-04-04 17:25:00,79.99996928,0,0,-0.11,-0.22,-0.11
1074,1074,1074,2014-04-04 17:30:00,79.99996928,0,0,-0.11,-0.22,-0.11
1075,1075,1075,2014-04-04 17:35:00,79.99996928,0,0,-0.11,-0.22,-0.11
1076,1076,1076,2014-04-04 17:40:00,79.99996928,0,0,-0.11,-0.22,-0.11
1077,1077,1077,2014-04-04 17:45:00,79.99996928,0,0,-0.11,-0.22,-0.11
1078,1078,1078,2014-04-04 17:50:00,79.99996928,0,0,-0.11,-0.22,-0.11
1079,1079,1079,2014-04-04 17:55:00,79.99996928,0,0,-0.11,-0.22,-0.11
1080,1080,1080,2014-04-04 18:00:00,31.999993856,0,0,-0.11,-0.22,-0.11
1081,1081,1081,2014-04-04 18:05:00,31.999993856,0,0,-0.11,-0.22,-0.11
1082,1082,1082,2014-04-04 18:10:00,31.999993856,0,0,-0.11,-0.22,-0.11
1083,1083,1083,2014-04-04 18:15:00,31.999993856,0,0,-0.11,-0.22,-0.11
1084,1084,1084,2014-04-04 18:20:00,31.999993856,0,0,-0.11,-0.22,-0.11
1085,1085,1085,2014-04-04 18:25:00,31.999993856,0,0,-0.11,-0.22,-0.11
1086,1086,1086,2014-04-04 18:30:00,31.999993856,0,0,-0.11,-0.22,-0.11
1087,1087,1087,2014-04-04 18:35:00,31.999993856,0,0,-0.11,-0.22,-0.11
1088,1088,1088,2014-04-04 18:40:00,31.999993856,0,0,-0.11,-0.22,-0.11
1089,1089,1089,2014-04-04 18:45:00,31.999993856,0,0,-0.11,-0.22,-0.11
1090,1090,1090,2014-04-04 18:50:00,31.999993856,0,0,-0.11,-0.22,-0.11
1091,1091,1091,2014-04-04 18:55:00,31.999993856,0,0,-0.11,-0.22,-0.11
1092,1092,1092,2014-04-04 19:00:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1093,1093,1093,2014-04-04 19:05:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1094,1094,1094,2014-04-04 19:10:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1095,1095,1095,2014-04-04 19:15:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1096,1096,1096,2014-04-04 19:20:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1097,1097,1097,2014-04-04 19:25:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1098,1098,1098,2014-04-04 19:30:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1099,1099,1099,2014-04-04 19:35:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1100,1100,1100,2014-04-04 19:40:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1101,1101,1101,2014-04-04 19:45:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1102,1102,1102,2014-04-04 19:50:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1103,1103,1103,2014-04-04 19:55:00,22.3999987712,0,0,-0.11,-0.22,-0.11
1104,1104,1104,2014-04-04 20:00:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1105,1105,1105,2014-04-04 20:05:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1106,1106,1106,2014-04-04 20:10:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1107,1107,1107,2014-04-04 20:15:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1108,1108,1108,2014-04-04 20:20:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1109,1109,1109,2014-04-04 20:25:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1110,1110,1110,2014-04-04 20:30:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1111,1111,1111,2014-04-04 20:35:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1112,1112,1112,2014-04-04 20:40:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1113,1113,1113,2014-04-04 20:45:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1114,1114,1114,2014-04-04 20:50:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1115,1115,1115,2014-04-04 20:55:00,20.4799997542,0,0,-0.11,-0.22,-0.11
1116,1116,1116,2014-04-04 21:00:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1117,1117,1117,2014-04-04 21:05:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1118,1118,1118,2014-04-04 21:10:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1119,1119,1119,2014-04-04 21:15:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1120,1120,1120,2014-04-04 21:20:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1121,1121,1121,2014-04-04 21:25:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1122,1122,1122,2014-04-04 21:30:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1123,1123,1123,2014-04-04 21:35:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1124,1124,1124,2014-04-04 21:40:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1125,1125,1125,2014-04-04 21:45:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1126,1126,1126,2014-04-04 21:50:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1127,1127,1127,2014-04-04 21:55:00,20.0959999508,0,0,-0.11,-0.22,-0.11
1128,1128,1128,2014-04-04 22:00:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1129,1129,1129,2014-04-04 22:05:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1130,1130,1130,2014-04-04 22:10:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1131,1131,1131,2014-04-04 22:15:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1132,1132,1132,2014-04-04 22:20:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1133,1133,1133,2014-04-04 22:25:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1134,1134,1134,2014-04-04 22:30:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1135,1135,1135,2014-04-04 22:35:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1136,1136,1136,2014-04-04 22:40:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1137,1137,1137,2014-04-04 22:45:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1138,1138,1138,2014-04-04 22:50:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1139,1139,1139,2014-04-04 22:55:00,20.0191999902,0,0,-0.11,-0.22,-0.11
1140,1140,1140,2014-04-04 23:00:00,20.003839998,0,0,-0.11,-0.22,-0.11
1141,1141,1141,2014-04-04 23:05:00,20.003839998,0,0,-0.11,-0.22,-0.11
1142,1142,1142,2014-04-04 23:10:00,20.003839998,0,0,-0.11,-0.22,-0.11
1143,1143,1143,2014-04-04 23:15:00,20.003839998,0,0,-0.11,-0.22,-0.11
1144,1144,1144,2014-04-04 23:20:00,20.003839998,0,0,-0.11,-0.22,-0.11
1145,1145,1145,2014-04-04 23:25:00,20.003839998,0,0,-0.11,-0.22,-0.11
1146,1146,1146,2014-04-04 23:30:00,20.003839998,0,0,-0.11,-0.22,-0.11
1147,1147,1147,2014-04-04 23:35:00,20.003839998,0,0,-0.11,-0.22,-0.11
1148,1148,1148,2014-04-04 23:40:00,20.003839998,0,0,-0.11,-0.22,-0.11
1149,1149,1149,2014-04-04 23:45:00,20.003839998,0,0,-0.11,-0.22,-0.11
1150,1150,1150,2014-04-04 23:50:00,20.003839998,0,0,-0.11,-0.22,-0.11
1151,1151,1151,2014-04-04 23:55:00,20.003839998,0,0,-0.11,-0.22,-0.11
1152,1152,1152,2014-04-05 00:00:00,20.0,0,0,-0.11,-0.22,-0.11
1153,1153,1153,2014-04-05 00:05:00,20.0,0,0,-0.11,-0.22,-0.11
1154,1154,1154,2014-04-05 00:10:00,20.0,0,0,-0.11,-0.22,-0.11
1155,1155,1155,2014-04-05 00:15:00,20.0,0,0,-0.11,-0.22,-0.11
1156,1156,1156,2014-04-05 00:20:00,20.0,0,0,-0.11,-0.22,-0.11
1157,1157,1157,2014-04-05 00:25:00,20.0,0,0,-0.11,-0.22,-0.11
1158,1158,1158,2014-04-05 00:30:00,20.0,0,0,-0.11,-0.22,-0.11
1159,1159,1159,2014-04-05 00:35:00,20.0,0,0,-0.11,-0.22,-0.11
1160,1160,1160,2014-04-05 00:40:00,20.0,0,0,-0.11,-0.22,-0.11
1161,1161,1161,2014-04-05 00:45:00,20.0,0,0,-0.11,-0.22,-0.11
1162,1162,1162,2014-04-05 00:50:00,20.0,0,0,-0.11,-0.22,-0.11
1163,1163,1163,2014-04-05 00:55:00,20.0,0,0,-0.11,-0.22,-0.11
1164,1164,1164,2014-04-05 01:00:00,20.0,0,0,-0.11,-0.22,-0.11
1165,1165,1165,2014-04-05 01:05:00,20.0,0,0,-0.11,-0.22,-0.11
1166,1166,1166,2014-04-05 01:10:00,20.0,0,0,-0.11,-0.22,-0.11
1167,1167,1167,2014-04-05 01:15:00,20.0,0,0,-0.11,-0.22,-0.11
1168,1168,1168,2014-04-05 01:20:00,20.0,0,0,-0.11,-0.22,-0.11
1169,1169,1169,2014-04-05 01:25:00,20.0,0,0,-0.11,-0.22,-0.11
1170,1170,1170,2014-04-05 01:30:00,20.0,0,0,-0.11,-0.22,-0.11
1171,1171,1171,2014-04-05 01:35:00,20.0,0,0,-0.11,-0.22,-0.11
1172,1172,1172,2014-04-05 01:40:00,20.0,0,0,-0.11,-0.22,-0.11
1173,1173,1173,2014-04-05 01:45:00,20.0,0,0,-0.11,-0.22,-0.11
1174,1174,1174,2014-04-05 01:50:00,20.0,0,0,-0.11,-0.22,-0.11
1175,1175,1175,2014-04-05 01:55:00,20.0,0,0,-0.11,-0.22,-0.11
1176,1176,1176,2014-04-05 02:00:00,20.0,0,0,-0.11,-0.22,-0.11
1177,1177,1177,2014-04-05 02:05:00,20.0,0,0,-0.11,-0.22,-0.11
1178,1178,1178,2014-04-05 02:10:00,20.0,0,0,-0.11,-0.22,-0.11
1179,1179,1179,2014-04-05 02:15:00,20.0,0,0,-0.11,-0.22,-0.11
1180,1180,1180,2014-04-05 02:20:00,20.0,0,0,-0.11,-0.22,-0.11
1181,1181,1181,2014-04-05 02:25:00,20.0,0,0,-0.11,-0.22,-0.11
1182,1182,1182,2014-04-05 02:30:00,20.0,0,0,-0.11,-0.22,-0.11
1183,1183,1183,2014-04-05 02:35:00,20.0,0,0,-0.11,-0.22,-0.11
1184,1184,1184,2014-04-05 02:40:00,20.0,0,0,-0.11,-0.22,-0.11
1185,1185,1185,2014-04-05 02:45:00,20.0,0,0,-0.11,-0.22,-0.11
1186,1186,1186,2014-04-05 02:50:00,20.0,0,0,-0.11,-0.22,-0.11
1187,1187,1187,2014-04-05 02:55:00,20.0,0,0,-0.11,-0.22,-0.11
1188,1188,1188,2014-04-05 03:00:00,20.0,0,0,-0.11,-0.22,-0.11
1189,1189,1189,2014-04-05 03:05:00,20.0,0,0,-0.11,-0.22,-0.11
1190,1190,1190,2014-04-05 03:10:00,20.0,0,0,-0.11,-0.22,-0.11
1191,1191,1191,2014-04-05 03:15:00,20.0,0,0,-0.11,-0.22,-0.11
1192,1192,1192,2014-04-05 03:20:00,20.0,0,0,-0.11,-0.22,-0.11
1193,1193,1193,2014-04-05 03:25:00,20.0,0,0,-0.11,-0.22,-0.11
1194,1194,1194,2014-04-05 03:30:00,20.0,0,0,-0.11,-0.22,-0.11
1195,1195,1195,2014-04-05 03:35:00,20.0,0,0,-0.11,-0.22,-0.11
1196,1196,1196,2014-04-05 03:40:00,20.0,0,0,-0.11,-0.22,-0.11
1197,1197,1197,2014-04-05 03:45:00,20.0,0,0,-0.11,-0.22,-0.11
1198,1198,1198,2014-04-05 03:50:00,20.0,0,0,-0.11,-0.22,-0.11
1199,1199,1199,2014-04-05 03:55:00,20.0,0,0,-0.11,-0.22,-0.11
1200,1200,1200,2014-04-05 04:00:00,20.0,0,0,-0.11,-0.22,-0.11
1201,1201,1201,2014-04-05 04:05:00,20.0,0,0,-0.11,-0.22,-0.11
1202,1202,1202,2014-04-05 04:10:00,20.0,0,0,-0.11,-0.22,-0.11
1203,1203,1203,2014-04-05 04:15:00,20.0,0,0,-0.11,-0.22,-0.11
1204,1204,1204,2014-04-05 04:20:00,20.0,0,0,-0.11,-0.22,-0.11
1205,1205,1205,2014-04-05 04:25:00,20.0,0,0,-0.11,-0.22,-0.11
1206,1206,1206,2014-04-05 04:30:00,20.0,0,0,-0.11,-0.22,-0.11
1207,1207,1207,2014-04-05 04:35:00,20.0,0,0,-0.11,-0.22,-0.11
1208,1208,1208,2014-04-05 04:40:00,20.0,0,0,-0.11,-0.22,-0.11
1209,1209,1209,2014-04-05 04:45:00,20.0,0,0,-0.11,-0.22,-0.11
1210,1210,1210,2014-04-05 04:50:00,20.0,0,0,-0.11,-0.22,-0.11
1211,1211,1211,2014-04-05 04:55:00,20.0,0,0,-0.11,-0.22,-0.11
1212,1212,1212,2014-04-05 05:00:00,20.0,0,0,-0.11,-0.22,-0.11
1213,1213,1213,2014-04-05 05:05:00,20.0,0,0,-0.11,-0.22,-0.11
1214,1214,1214,2014-04-05 05:10:00,20.0,0,0,-0.11,-0.22,-0.11
1215,1215,1215,2014-04-05 05:15:00,20.0,0,0,-0.11,-0.22,-0.11
1216,1216,1216,2014-04-05 05:20:00,20.0,0,0,-0.11,-0.22,-0.11
1217,1217,1217,2014-04-05 05:25:00,20.0,0,0,-0.11,-0.22,-0.11
1218,1218,1218,2014-04-05 05:30:00,20.0,0,0,-0.11,-0.22,-0.11
1219,1219,1219,2014-04-05 05:35:00,20.0,0,0,-0.11,-0.22,-0.11
1220,1220,1220,2014-04-05 05:40:00,20.0,0,0,-0.11,-0.22,-0.11
1221,1221,1221,2014-04-05 05:45:00,20.0,0,0,-0.11,-0.22,-0.11
1222,1222,1222,2014-04-05 05:50:00,20.0,0,0,-0.11,-0.22,-0.11
1223,1223,1223,2014-04-05 05:55:00,20.0,0,0,-0.11,-0.22,-0.11
1224,1224,1224,2014-04-05 06:00:00,20.0,0,0,-0.11,-0.22,-0.11
1225,1225,1225,2014-04-05 06:05:00,20.0,0,0,-0.11,-0.22,-0.11
1226,1226,1226,2014-04-05 06:10:00,20.0,0,0,-0.11,-0.22,-0.11
1227,1227,1227,2014-04-05 06:15:00,20.0,0,0,-0.11,-0.22,-0.11
1228,1228,1228,2014-04-05 06:20:00,20.0,0,0,-0.11,-0.22,-0.11
1229,1229,1229,2014-04-05 06:25:00,20.0,0,0,-0.11,-0.22,-0.11
1230,1230,1230,2014-04-05 06:30:00,20.0,0,0,-0.11,-0.22,-0.11
1231,1231,1231,2014-04-05 06:35:00,20.0,0,0,-0.11,-0.22,-0.11
1232,1232,1232,2014-04-05 06:40:00,20.0,0,0,-0.11,-0.22,-0.11
1233,1233,1233,2014-04-05 06:45:00,20.0,0,0,-0.11,-0.22,-0.11
1234,1234,1234,2014-04-05 06:50:00,20.0,0,0,-0.11,-0.22,-0.11
1235,1235,1235,2014-04-05 06:55:00,20.0,0,0,-0.11,-0.22,-0.11
1236,1236,1236,2014-04-05 07:00:00,20.0,0,0,-0.11,-0.22,-0.11
1237,1237,1237,2014-04-05 07:05:00,20.0,0,0,-0.11,-0.22,-0.11
1238,1238,1238,2014-04-05 07:10:00,20.0,0,0,-0.11,-0.22,-0.11
1239,1239,1239,2014-04-05 07:15:00,20.0,0,0,-0.11,-0.22,-0.11
1240,1240,1240,2014-04-05 07:20:00,20.0,0,0,-0.11,-0.22,-0.11
1241,1241,1241,2014-04-05 07:25:00,20.0,0,0,-0.11,-0.22,-0.11
1242,1242,1242,2014-04-05 07:30:00,20.0,0,0,-0.11,-0.22,-0.11
1243,1243,1243,2014-04-05 07:35:00,20.0,0,0,-0.11,-0.22,-0.11
1244,1244,1244,2014-04-05 07:40:00,20.0,0,0,-0.11,-0.22,-0.11
1245,1245,1245,2014-04-05 07:45:00,20.0,0,0,-0.11,-0.22,-0.11
1246,1246,1246,2014-04-05 07:50:00,20.0,0,0,-0.11,-0.22,-0.11
1247,1247,1247,2014-04-05 07:55:00,20.0,0,0,-0.11,-0.22,-0.11
1248,1248,1248,2014-04-05 08:00:00,20.0,0,0,-0.11,-0.22,-0.11
1249,1249,1249,2014-04-05 08:05:00,20.0,0,0,-0.11,-0.22,-0.11
1250,1250,1250,2014-04-05 08:10:00,20.0,0,0,-0.11,-0.22,-0.11
1251,1251,1251,2014-04-05 08:15:00,20.0,0,0,-0.11,-0.22,-0.11
1252,1252,1252,2014-04-05 08:20:00,20.0,0,0,-0.11,-0.22,-0.11
1253,1253,1253,2014-04-05 08:25:00,20.0,0,0,-0.11,-0.22,-0.11
1254,1254,1254,2014-04-05 08:30:00,20.0,0,0,-0.11,-0.22,-0.11
1255,1255,1255,2014-04-05 08:35:00,20.0,0,0,-0.11,-0.22,-0.11
1256,1256,1256,2014-04-05 08:40:00,20.0,0,0,-0.11,-0.22,-0.11
1257,1257,1257,2014-04-05 08:45:00,20.0,0,0,-0.11,-0.22,-0.11
1258,1258,1258,2014-04-05 08:50:00,20.0,0,0,-0.11,-0.22,-0.11
1259,1259,1259,2014-04-05 08:55:00,20.0,0,0,-0.11,-0.22,-0.11
1260,1260,1260,2014-04-05 09:00:00,68.0,0,0,-0.11,-0.22,-0.11
1261,1261,1261,2014-04-05 09:05:00,68.0,0,0,-0.11,-0.22,-0.11
1262,1262,1262,2014-04-05 09:10:00,68.0,0,0,-0.11,-0.22,-0.11
1263,1263,1263,2014-04-05 09:15:00,68.0,0,0,-0.11,-0.22,-0.11
1264,1264,1264,2014-04-05 09:20:00,68.0,0,0,-0.11,-0.22,-0.11
1265,1265,1265,2014-04-05 09:25:00,68.0,0,0,-0.11,-0.22,-0.11
1266,1266,1266,2014-04-05 09:30:00,68.0,0,0,-0.11,-0.22,-0.11
1267,1267,1267,2014-04-05 09:35:00,68.0,0,0,-0.11,-0.22,-0.11
1268,1268,1268,2014-04-05 09:40:00,68.0,0,0,-0.11,-0.22,-0.11
1269,1269,1269,2014-04-05 09:45:00,68.0,0,0,-0.11,-0.22,-0.11
1270,1270,1270,2014-04-05 09:50:00,68.0,0,0,-0.11,-0.22,-0.11
1271,1271,1271,2014-04-05 09:55:00,68.0,0,0,-0.11,-0.22,-0.11
1272,1272,1272,2014-04-05 10:00:00,77.6,0,0,-0.11,-0.22,-0.11
1273,1273,1273,2014-04-05 10:05:00,77.6,0,0,-0.11,-0.22,-0.11
1274,1274,1274,2014-04-05 10:10:00,77.6,0,0,-0.11,-0.22,-0.11
1275,1275,1275,2014-04-05 10:15:00,77.6,0,0,-0.11,-0.22,-0.11
1276,1276,1276,2014-04-05 10:20:00,77.6,0,0,-0.11,-0.22,-0.11
1277,1277,1277,2014-04-05 10:25:00,77.6,0,0,-0.11,-0.22,-0.11
1278,1278,1278,2014-04-05 10:30:00,77.6,0,0,-0.11,-0.22,-0.11
1279,1279,1279,2014-04-05 10:35:00,77.6,0,0,-0.11,-0.22,-0.11
1280,1280,1280,2014-04-05 10:40:00,77.6,0,0,-0.11,-0.22,-0.11
1281,1281,1281,2014-04-05 10:45:00,77.6,0,0,-0.11,-0.22,-0.11
1282,1282,1282,2014-04-05 10:50:00,77.6,0,0,-0.11,-0.22,-0.11
1283,1283,1283,2014-04-05 10:55:00,77.6,0,0,-0.11,-0.22,-0.11
1284,1284,1284,2014-04-05 11:00:00,79.52,0,0,-0.11,-0.22,-0.11
1285,1285,1285,2014-04-05 11:05:00,79.52,0,0,-0.11,-0.22,-0.11
1286,1286,1286,2014-04-05 11:10:00,79.52,0,0,-0.11,-0.22,-0.11
1287,1287,1287,2014-04-05 11:15:00,79.52,0,0,-0.11,-0.22,-0.11
1288,1288,1288,2014-04-05 11:20:00,79.52,0,0,-0.11,-0.22,-0.11
1289,1289,1289,2014-04-05 11:25:00,79.52,0,0,-0.11,-0.22,-0.11
1290,1290,1290,2014-04-05 11:30:00,79.52,0,0,-0.11,-0.22,-0.11
1291,1291,1291,2014-04-05 11:35:00,79.52,0,0,-0.11,-0.22,-0.11
1292,1292,1292,2014-04-05 11:40:00,79.52,0,0,-0.11,-0.22,-0.11
1293,1293,1293,2014-04-05 11:45:00,79.52,0,0,-0.11,-0.22,-0.11
1294,1294,1294,2014-04-05 11:50:00,79.52,0,0,-0.11,-0.22,-0.11
1295,1295,1295,2014-04-05 11:55:00,79.52,0,0,-0.11,-0.22,-0.11
1296,1296,1296,2014-04-05 12:00:00,79.904,0,0,-0.11,-0.22,-0.11
1297,1297,1297,2014-04-05 12:05:00,79.904,0,0,-0.11,-0.22,-0.11
1298,1298,1298,2014-04-05 12:10:00,79.904,0,0,-0.11,-0.22,-0.11
1299,1299,1299,2014-04-05 12:15:00,79.904,0,0,-0.11,-0.22,-0.11
1300,1300,1300,2014-04-05 12:20:00,79.904,0,0,-0.11,-0.22,-0.11
1301,1301,1301,2014-04-05 12:25:00,79.904,0,0,-0.11,-0.22,-0.11
1302,1302,1302,2014-04-05 12:30:00,79.904,0,0,-0.11,-0.22,-0.11
1303,1303,1303,2014-04-05 12:35:00,79.904,0,0,-0.11,-0.22,-0.11
1304,1304,1304,2014-04-05 12:40:00,79.904,0,0,-0.11,-0.22,-0.11
1305,1305,1305,2014-04-05 12:45:00,79.904,0,0,-0.11,-0.22,-0.11
1306,1306,1306,2014-04-05 12:50:00,79.904,0,0,-0.11,-0.22,-0.11
1307,1307,1307,2014-04-05 12:55:00,79.904,0,0,-0.11,-0.22,-0.11
