,N12,anomaly_score
1673,85,2.5742088394231644e-07
1674,85,2.717444266275848e-07
1675,85,2.773413080303655e-07
1676,84.9,2.763839792585543e-07
1677,84.9,2.645229414399708e-07
1678,84.9,1.8473823859554983e-07
1679,84.9,5.636353528348792e-08
1680,84.8,6.23481419825822e-08
1681,84.8,7.236479271366392e-08
1682,84.8,8.068457890697545e-08
1683,84.8,8.804512041660217e-08
1684,84.8,9.892281882528664e-08
1685,84.8,1.1921352593979861e-07
1686,84.9,1.2933606841070144e-07
1687,84.9,1.2290142981097318e-07
1688,84.9,1.0041024711693325e-07
1689,84.9,7.489854758624404e-08
1690,84.8,5.883010556484436e-08
1691,84.8,5.321932805557594e-08
1692,84.8,5.513390555211828e-08
1693,84.8,6.200883750917541e-08
1694,84.9,7.177263694480018e-08
1695,84.9,8.113323424208119e-08
1696,84.9,8.019276687143417e-08
1697,84.8,4.051186219822256e-08
1698,84.9,1.125231274823335e-08
1699,84.9,8.10360900604934e-09
1700,84.9,1.119667658588952e-08
1701,84.9,1.651058401108685e-08
1702,84.8,2.072259153163003e-08
1703,84.8,2.4128385067712088e-08
1704,84.8,2.9837521120512633e-08
1705,84.8,3.6668081460078383e-08
1706,84.8,4.3526570236984696e-08
1707,84.8,4.9395036505472945e-08
1708,84.8,4.9602529861303424e-08
1709,84.8,3.287401784124455e-08
1710,84.9,2.3068967514028316e-08
1711,84.9,1.903580537643279e-08
1712,85,1.577275643427356e-08
1713,84.9,1.5989206181288296e-08
1714,84.9,1.3363351314410465e-08
1715,84.9,1.236151381256434e-08
1716,84.9,1.2537572091630977e-08
1717,84.9,1.331153320904832e-08
1718,84.9,1.3738332360624383e-08
1719,84.9,1.4395199254835234e-08
1720,84.9,1.5539978193146453e-08
1721,84.9,1.658285164740647e-08
1722,84.9,1.7246312933316688e-08
1723,84.9,1.6362682875303847e-08
1724,84.9,1.604654220610513e-08
1725,84.9,1.6475231956469827e-08
1726,84.9,1.5606870351625446e-08
1727,84.9,1.5893333649152908e-08
1728,84.9,1.7239070504437848e-08
1729,84.8,1.8359916365007223e-08
1730,84.9,1.870934462910867e-08
1731,84.9,1.8568088955284168e-08
1732,84.8,1.7955854136886273e-08
1733,84.8,1.715889608178145e-08
1734,84.8,1.624475354233823e-08
1735,84.8,1.4852682417298979e-08
1736,84.8,1.3110600605159561e-08
1737,84.8,1.123150283888208e-08
1738,84.8,9.956656721321622e-09
1739,84.8,9.663151057104358e-09
1740,84.8,1.0297898644928694e-08
1741,84.8,1.0496252089708946e-08
1742,84.8,1.0696186603098568e-08
1743,84.8,1.1009394396133132e-08
1744,84.8,1.12526711282257e-08
1745,84.8,1.1927821508272984e-08
1746,84.8,1.1941807653848002e-08
1747,84.8,1.0867160948890842e-08
1748,84.8,9.43116584828374e-09
1749,84.8,8.148758112724863e-09
1750,84.8,7.665071355411612e-09
1751,84.9,7.731108642161644e-09
1752,84.8,7.660344802928876e-09
1753,84.8,6.937242003068889e-09
1754,84.8,5.843468708910393e-09
1755,84.9,5.10450837154508e-09
1756,84.9,4.876434589462519e-09
1757,84.9,4.985907353649566e-09
1758,84.9,5.074919262604283e-09
1759,84.9,5.098057420660496e-09
1760,84.9,4.942151909936854e-09
1761,84.9,4.599662317694708e-09
1762,84.9,4.1301638775692595e-09
1763,84.9,4.000456077513093e-09
1764,84.9,3.981172724820681e-09
1765,84.9,3.6971277150854576e-09
1766,84.9,3.0246015692014794e-09
1767,84.9,2.478975913433601e-09
1768,84.9,2.167477863856959e-09
1769,84.9,2.3018176253941647e-09
1770,84.9,2.5016766436181115e-09
1771,85,2.721535219407656e-09
1772,85,2.92289725756234e-09
1773,85,2.9671787249441195e-09
1774,84.9,2.9200958318043035e-09
1775,84.9,3.21875481823497e-09
1776,84.9,3.343135435152078e-09
1777,84.8,3.518549784864433e-09
1778,84.8,3.605797327388416e-09
1779,84.8,3.4977105656253116e-09
1780,84.9,3.5997822500632992e-09
1781,84.9,4.4748398320137994e-09
1782,84.9,5.5847045876689094e-09
1783,85,6.60118815165589e-09
1784,84.9,7.607534824316531e-09
1785,84.9,8.163342557487852e-09
1786,84.9,8.669467144173382e-09
1787,84.9,9.843464043868266e-09
1788,84.9,1.1566697710740925e-08
1789,84.9,1.274592043021272e-08
1790,84.9,1.3216030603224738e-08
1791,84.9,1.3075864502276602e-08
1792,84.9,1.3012153909919277e-08
1793,85,1.4948967286265713e-08
1794,85,1.7803713947550648e-08
1795,85,1.8577706373257286e-08
1796,85,1.853769693305196e-08
1797,85,1.9028619013816694e-08
1798,85,1.835261376204045e-08
1799,84.9,1.791223247504803e-08
1800,84.9,1.8098789245080127e-08
1801,84.9,1.8546259972218593e-08
1802,85,1.863221643638724e-08
1803,85,1.8627361542122856e-08
1804,85,1.8490291298078887e-08
1805,85,1.8265431167563406e-08
1806,85,1.835353813373075e-08
1807,85,1.851840503164226e-08
1808,84.9,1.8460998951752572e-08
1809,84.9,1.9076775936710533e-08
1810,84.9,2.0841725345555062e-08
1811,84.9,2.221274342240065e-08
1812,84.9,2.318215019947445e-08
1813,84.9,2.0333586814302862e-08
1814,85,1.842592101120033e-08
1815,85,1.8141172564156705e-08
1816,84.9,1.813736849598513e-08
1817,84.9,1.8463871986895697e-08
1818,84.9,1.9375201665283726e-08
1819,84.9,1.985833131268322e-08
1820,84.9,2.3123371106770207e-08
1821,84.9,2.4509196006050615e-08
1822,84.9,2.5163524042248753e-08
1823,84.9,2.4763927686244358e-08
1824,84.9,2.4340422344337753e-08
1825,85,2.55255490078099e-08
1826,85,2.7226709442551567e-08
1827,84.9,2.9124528455604093e-08
1828,84.9,3.443252460932911e-08
1829,84.9,2.5888190036127412e-08
1830,84.9,2.5688003169044293e-08
1831,84.9,2.6115418605421326e-08
1832,85,2.5507680412317768e-08
1833,84.9,2.531013465478793e-08
1834,84.8,2.5135985959323648e-08
1835,84.8,2.4895566497207255e-08
1836,84.8,2.4611845006461408e-08
1837,84.8,2.4350380822824036e-08
1838,84.6,2.450291858302478e-08
1839,84.6,2.5911202850004145e-08
1840,84.5,2.984235414338343e-08
1841,84.5,2.2087364826006706e-08
1842,84.4,1.5894489946433055e-08
1843,84.1,1.6880885134185064e-08
1844,83.8,1.81185533243422e-08
1845,83.6,1.53593701091026e-08
1846,83.5,1.3191038483739703e-08
1847,83.4,1.2870438492740277e-08
1848,83.3,1.1827367418781876e-08
1849,83.1,1.0550402218534316e-08
1850,83.1,9.243860676910742e-09
1851,83.1,8.565127163073782e-09
1852,83.1,8.100459747417688e-09
1853,83.1,7.537748647479248e-09
1854,83.4,7.544025404371268e-09
1855,83.5,7.971531212902505e-09
1856,83.5,1.3284918387590494e-08
1857,83.5,2.6568154454231774e-08
1858,83.5,4.301666756134637e-08
1859,83.5,5.6804900117057855e-08
1860,83.5,6.638526728330874e-08
1861,83.4,7.280366809414573e-08
1862,83.1,7.743222374401171e-08
1863,83.1,7.999213214038292e-08
1864,83.1,7.72454770148201e-08
1865,83,7.521108158492495e-08
1866,82.9,7.70406562988768e-08
1867,82.9,8.325849787382822e-08
1868,82.9,9.40462748788562e-08
1869,82.8,1.0235289849003237e-07
1870,82.8,1.0569872832544291e-07
1871,82.8,1.0560624408295638e-07
1872,82.8,1.038250843077293e-07
1873,82.8,1.0186059862249408e-07
1874,82.9,1.002586561549279e-07
1875,82.9,1.0004776351824063e-07
1876,82.9,1.0142460837858636e-07
1877,82.9,1.0182929488511405e-07
1878,82.8,9.853924054503693e-08
1879,82.6,9.055659211387734e-08
1880,82.6,7.637491761247617e-08
1881,82.6,5.863184371346364e-08
1882,82.5,4.078710935662144e-08
1883,82.5,2.6206312120358177e-08
1884,82.6,1.7837751609128816e-08
1885,82.6,1.5509058037821433e-08
1886,82.6,1.501388269264936e-08
1887,82.6,1.3651182517726568e-08
1888,82.6,1.1717835368685314e-08
1889,82.6,1.1971837854396483e-08
1890,82.6,1.947391170542545e-08
1891,82.6,3.9001990859155455e-08
1892,82.6,7.596104467655351e-08
1893,82.6,1.304355751186037e-07
1894,82.6,1.9623188463047114e-07
1895,82.6,2.702040953206364e-07
1896,82.9,3.449776612152178e-07
1897,83,4.0469752626837163e-07
1898,83,4.348073525672902e-07
1899,83,4.229103185426908e-07
1900,83.1,3.637385710408836e-07
1901,83,2.6684774745433515e-07
1902,83,1.6622358856022146e-07
1903,83,8.6218957418005e-08
1904,83,4.4106991947678864e-08
1905,83,3.479038712672633e-08
1906,83,5.125897917235278e-08
1907,83,7.884943031832847e-08
1908,83,1.087336950478246e-07
1909,83,1.3821159783322656e-07
1910,83,1.6252544110528788e-07
1911,82.9,1.7150014486322362e-07
1912,82.9,1.6074083308836862e-07
1913,82.9,1.3682744104404065e-07
1914,82.9,1.1766231766685564e-07
1915,82.9,1.124734974045083e-07
1916,82.9,1.1889956208488428e-07
1917,82.9,1.2453677067369995e-07
1918,82.9,1.2759409706575298e-07
1919,82.9,1.2962425643969766e-07
1920,83.5,1.3451359814897756e-07
1921,84,1.474815674029628e-07
1922,84.1,1.494662774659261e-07
1923,84.3,1.3040394419849832e-07
1924,84.4,1.00118297430285e-07
1925,84.4,7.047011452154806e-08
1926,84.5,6.777167693705621e-08
1927,84.5,1.1609245198496154e-07
1928,84.5,1.938008905577604e-07
1929,84.4,2.5143338655553293e-07
1930,84.5,2.754896760714942e-07
1931,84.5,2.827978586861235e-07
1932,84.5,2.8434854193459813e-07
1933,84.5,2.8739613011641296e-07
1934,84.5,2.9854399719031477e-07
1935,84.5,2.9266893619706025e-07
1936,84.5,2.551926137073224e-07
1937,84.5,2.0044842319322242e-07
1938,84.5,1.434867150651442e-07
1939,84.5,9.979025783479756e-08
1940,84.5,7.468462503990025e-08
1941,84.5,6.58104961637207e-08
1942,84.5,6.76407856392558e-08
1943,84.5,7.350989628118754e-08
1944,84.5,7.755970754530495e-08
1945,84.5,7.723268158343899e-08
1946,84.5,7.33878228187379e-08
1947,84.5,6.794244933328031e-08
1948,84.5,6.404193575448858e-08
1949,84.5,6.604511548768954e-08
1950,84.5,7.412260916161983e-08
1951,84.5,8.516714811168669e-08
1952,84.5,9.508408416181169e-08
1953,84.6,1.0262366223479091e-07
1954,84.6,1.0783691151150521e-07
1955,84.6,1.1144511791183476e-07
1956,84.6,1.1392451781944146e-07
1957,84.6,1.158525848587999e-07
1958,84.6,1.1696615198619753e-07
1959,84.6,1.1687511258795524e-07
1960,84.6,1.1340380179358789e-07
1961,84.6,1.0810163453278676e-07
1962,84.6,1.0328533095460557e-07
1963,84.6,9.97585152262559e-08
1964,84.6,9.82610247612925e-08
1965,84.6,9.952499724352748e-08
1966,84.6,1.0608078937490717e-07
1967,84.6,1.1894426499292621e-07
1968,84.5,1.3673442167405625e-07
1969,84.6,1.5478166359716994e-07
1970,84.6,1.6539061331588556e-07
1971,84.5,1.5443485357202746e-07
1972,84.5,1.297574119263345e-07
1973,84.5,1.0404646966222231e-07
1974,84.6,7.822794878542538e-08
1975,84.5,5.90859914328945e-08
1976,84.5,4.633882555449276e-08
1977,84.5,3.882053378756467e-08
1978,84.5,3.730674891233576e-08
1979,84.5,3.960703109928687e-08
1980,84.5,4.3141207717312113e-08
1981,84.5,4.534412612056116e-08
1982,84.5,4.0469495199424443e-08
1983,84.5,3.544634785690448e-08
1984,84.4,7.085501330106325e-08
1985,84.4,7.218720166068948e-08
1986,84.4,6.260572282812404e-08
1987,84.4,4.8484807835258437e-08
1988,84.4,3.631754430521994e-08
1989,84.4,2.7843541805516736e-08
1990,84.4,2.1188766186064356e-08
1991,84.4,1.7712449840168176e-08
1992,84.4,1.6490945720093464e-08
1993,84.3,1.6940778779783727e-08
1994,84.3,1.6652569434505438e-08
1995,84.3,9.180517790419174e-09
1996,84.3,2.5275167514493546e-09
1997,84.3,1.885046119198819e-09
1998,84.3,1.9309575050030503e-09
1999,84.3,2.025554390883144e-09
2000,84.3,2.161799961264421e-09
2001,84.3,2.296189682837735e-09
2002,84.3,2.3494850509564458e-09
2003,84.3,2.3018530415086502e-09
2004,84.3,2.073207383546105e-09
2005,84.3,1.986101172413157e-09
2006,84.1,2.0984625148656733e-09
2007,84.1,2.7313621364655205e-09
2008,84.3,2.813578148241902e-09
2009,84.3,3.149308813732432e-09
2010,84.3,3.4697503759062442e-09
2011,84.3,4.023629873728396e-09
2012,84.3,5.725428797731524e-09
2013,84.1,8.51920989308752e-09
2014,84.1,8.766896986145412e-09
2015,84.1,7.086049413906892e-09
2016,84.1,6.692343790248856e-09
2017,84.1,6.388346629471187e-09
2018,84.1,6.216810732873057e-09
2019,84.1,5.218644294480157e-09
2020,84.1,4.7112750367617195e-09
2021,84.1,4.773688999648584e-09
2022,84.1,5.595386487478038e-09
2023,84.1,6.600080149077314e-09
2024,84.1,8.52702852771614e-09
2025,84.1,1.3499546813733332e-08
2026,84.1,1.2761028123087215e-08
2027,84.1,1.0065266398129324e-08
2028,84.1,7.456862904930972e-09
2029,84.1,5.83857684421929e-09
2030,84.1,4.881775650389386e-09
2031,84.1,5.5626787620610685e-09
2032,84.1,5.753170162492438e-09
2033,84.1,5.991357188150914e-09
2034,84.1,6.5077528921264616e-09
2035,84.1,7.632733889373355e-09
2036,84.1,9.431952885385897e-09
2037,84.1,1.1679096023620161e-08
2038,84,1.3958507349975946e-08
2039,84,1.522901393880005e-08
2040,84,1.5928938501552636e-08
2041,84,1.6348111864239456e-08
2042,84,1.6762810806092432e-08
2043,84,1.2604156496287544e-08
2044,84,1.245630842916512e-08
2045,84,1.2254868897443316e-08
2046,84,1.9755249325292823e-08
2047,83.9,1.493902002103198e-08
2048,83.9,1.4309456508598828e-08
2049,83.9,1.5557296673129883e-08
2050,84,1.4302476647465312e-08
2051,84,1.3461463166386523e-08
2052,84,1.2757882972280754e-08
2053,83.9,1.3040500457250914e-08
2054,83.9,1.3430685341653259e-08
2055,83.9,1.0141327111412579e-08
2056,83.9,1.1251596432337863e-08
2057,84,1.0609760514590505e-08
2058,84,1.659545145749064e-08
2059,84,1.2355964362775751e-08
2060,84,1.2295973683684736e-08
2061,84,1.321715015212277e-08
2062,84,1.182703712743205e-08
2063,84,1.003862371007358e-08
2064,84,7.138416302510109e-09
2065,84,5.675901748602996e-09
2066,84,5.569784855552484e-09
2067,84,6.227062199215538e-09
2068,84,7.033710169856988e-09
2069,84,7.536914092831637e-09
2070,84,7.423090364611085e-09
2071,84,6.603168789531821e-09
2072,84,4.286564325717279e-09
2073,84,2.337215199155196e-09
2074,84,1.3194489945078658e-09
2075,84,1.1209417838387026e-09
2076,84,1.3535295106947842e-09
2077,84,1.4370354906034777e-09
2078,84,1.654703707387739e-09
2079,84,1.855178455301143e-09
2080,84,1.9939530027102137e-09
2081,84,2.0669675970808044e-09
2082,84,2.0555397384214302e-09
2083,84,1.8473541585350972e-09
2084,84,1.5313248447057504e-09
2085,84,1.446542108318738e-09
2086,84,1.4941685666514104e-09
2087,83.9,1.5572634293192777e-09
2088,84,1.5705933220644397e-09
2089,84,1.5718545354204139e-09
2090,84.1,1.6739081232231001e-09
2091,84.1,1.8553554248512683e-09
2092,84.1,1.8718198102618544e-09
2093,84.1,1.8939450008303993e-09
2094,84.1,2.029600931763298e-09
2095,84.1,2.331680626355137e-09
2096,84.1,2.8457124434666525e-09
2097,84.1,3.4000939841405398e-09
2098,84.1,3.819489502454587e-09
2099,84.1,4.00373589837244e-09
2100,84.1,3.984246488286658e-09
2101,84.1,3.793430680687493e-09
2102,84.1,3.3306186697501516e-09
2103,84.3,3.0797658867598443e-09
2104,84.1,3.1465823280285576e-09
2105,84.1,2.6958395515919165e-09
2106,84.1,5.435307537382528e-09
2107,84.1,9.444150794735151e-09
2108,84.1,1.0692283614055498e-08
2109,84.1,1.0775001224594405e-08
2110,84.1,1.06017576939621e-08
2111,84.1,1.055259846172163e-08
2112,84.1,2.125303755207142e-08
2113,84.3,2.0933163202840888e-08
2114,84.3,2.005236865443294e-08
2115,84.3,1.8975909510388078e-08
2116,84.3,1.840325913882168e-08
2117,84.3,1.87075516189239e-08
2118,84.3,2.421076517045151e-08
2119,84.1,2.86043391195534e-08
2120,84.1,2.993139269769074e-08
2121,84,2.895042294781547e-08
2122,84,2.683484556786908e-08
2123,84,2.411344179886754e-08
2124,84,2.358076300890133e-08
2125,84,2.2062161986191597e-08
2126,84,2.1060091670577208e-08
2127,84,2.0448721160803984e-08
2128,84,2.074261418183454e-08
2129,83.9,2.2032293101048595e-08
2130,84,2.361212947388225e-08
2131,84,2.5649063539745498e-08
2132,84,2.8874893698294102e-08
2133,84,3.347584986990171e-08
2134,84,3.617967647695508e-08
2135,83.9,3.751843280497269e-08
2136,83.9,3.6921619761542956e-08
2137,83.9,3.440064522131081e-08
2138,83.9,3.162537887124728e-08
2139,83.9,2.9676126112043733e-08
2140,83.9,2.9159923919941377e-08
2141,83.9,2.98880732385598e-08
2142,83.9,3.1470771766350936e-08
2143,83.9,3.3072151350843626e-08
2144,83.9,3.4134438386956845e-08
2145,83.8,3.375514967540738e-08
2146,83.9,3.1950612267017675e-08
2147,83.9,2.9063334849865896e-08
2148,83.9,2.57154241234403e-08
2149,83.9,2.279180555397886e-08
2150,83.9,2.0548829970934435e-08
2151,84,1.9160575348564635e-08
2152,84,1.8443090832320763e-08
2153,84,1.809243743711164e-08
2154,84,1.7928061257777017e-08
2155,84,1.8577392180141317e-08
2156,84,1.9342743629024994e-08
2157,84,2.0297060365770392e-08
2158,84,2.1679241735128585e-08
2159,84,2.3873832466492217e-08
2160,84,2.6507703254630144e-08
2161,84,2.890971140256937e-08
2162,84,2.99735544162516e-08
2163,84,2.9196413620091732e-08
2164,84,2.676052668348916e-08
2165,84.1,2.517026409520895e-08
2166,84.1,2.413846700299871e-08
2167,84.1,2.3281383376705378e-08
2168,84.1,2.1551220030779916e-08
2169,84.1,1.9441007692577728e-08
2170,84.1,1.6100088040538196e-08
2171,84.1,1.3960004263680048e-08
2172,84.1,1.2727834897141577e-08
2173,84.1,1.3436501911101573e-08
2174,84.1,1.521205295063055e-08
2175,84.1,1.696398543860056e-08
2176,84.1,1.7426193377190202e-08
2177,84.1,1.4937156622707448e-08
2178,84.1,1.1140655509223052e-08
2179,84,7.454761696834566e-09
2180,84,5.480556564130268e-09
2181,84,5.0288917474716754e-09
2182,84,5.638730815604731e-09
2183,84,5.587948548324562e-09
2184,84,5.391710855562337e-09
2185,84,4.835195355212818e-09
2186,84,4.367297634644274e-09
2187,84,4.448487245234389e-09
2188,84,4.708482603810182e-09
2189,84,4.754634796988455e-09
2190,83.9,4.4581510705299365e-09
2191,83.9,3.929351510834067e-09
2192,84,3.361791844902484e-09
2193,84,3.0507238957255822e-09
2194,84,2.77108236357293e-09
2195,84,2.619308658857733e-09
2196,84,2.5345854304248405e-09
2197,83.9,2.4414871235833857e-09
2198,83.9,2.4297071021806005e-09
2199,84,2.485655015149746e-09
2200,84,2.7865817431305118e-09
2201,84,3.0462340427916956e-09
2202,84,3.15860748667518e-09
2203,84,3.265183345924072e-09
2204,84.1,3.334968523560633e-09
2205,84.1,3.3539900856638383e-09
2206,84,3.1988492965595583e-09
2207,84,2.938528864682155e-09
2208,83.9,2.521112096864897e-09
2209,83.9,2.0553739821238537e-09
2210,83.9,1.7653457584643206e-09
2211,83.9,1.6503712840787443e-09
2212,83.9,1.9327018874193413e-09
2213,83.9,2.718743785656841e-09
2214,83.9,3.485888466769893e-09
2215,83.9,3.730532660561892e-09
2216,83.9,3.6237376432879387e-09
2217,83.8,3.6099341294004716e-09
2218,83.8,3.581025698196072e-09
2219,83.8,3.5651236407474585e-09
2220,83.8,3.6902884081868592e-09
2221,83.8,3.7231585592323313e-09
2222,83.8,3.788619418187977e-09
2223,83.8,3.6410642278994487e-09
2224,83.8,3.4225463574344417e-09
2225,83.6,3.2332514443567106e-09
2226,83.6,3.1727565019679105e-09
2227,83.6,2.840510382462469e-09
2228,83.6,2.7248671097268584e-09
2229,83.6,3.018047700642512e-09
2230,83.6,3.6333401842725266e-09
2231,83.6,4.349376858669984e-09
2232,83.6,5.084970444713122e-09
2233,83.6,5.693082782975978e-09
2234,83.6,5.996045104872394e-09
2235,83.6,5.99022176306363e-09
2236,83.6,5.7662766783650454e-09
2237,83.6,5.509246281398816e-09
2238,83.6,5.432531535731755e-09
2239,83.6,5.713465922596583e-09
2240,83.6,5.826612858861324e-09
2241,83.6,5.8893966370376916e-09
2242,83.6,6.0675788837727396e-09
2243,83.6,6.3542900941016e-09
2244,83.6,6.573149358146679e-09
2245,83.6,6.63733001893263e-09
2246,83.6,6.445892486439675e-09
2247,83.6,6.136237851173121e-09
2248,83.6,5.867008212590008e-09
2249,83.6,5.7900598759985655e-09
2250,83.8,5.835892213923444e-09
2251,83.8,6.300077237675339e-09
2252,83.8,6.357089521458192e-09
2253,83.8,6.609456315587181e-09
2254,83.8,7.499302401292596e-09
2255,83.8,9.171036152721967e-09
2256,83.6,1.1462133797657259e-08
2257,83.6,1.3938059928442215e-08
2258,83.6,1.4822036487061041e-08
2259,83.6,1.4644869317237408e-08
2260,83.6,1.4142720550225363e-08
2261,83.6,1.3751556671159904e-08
2262,83.6,1.3907121454437288e-08
2263,83.6,1.4663724789976129e-08
2264,83.6,1.6456631946049072e-08
2265,83.6,1.7160095011625742e-08
2266,83.6,1.7077068426019082e-08
2267,83.6,1.6509116851359806e-08
2268,83.6,1.5991015844818435e-08
2269,83.6,1.6219224741043092e-08
2270,83.5,1.765647117402125e-08
2271,83.5,1.901729529407703e-08
2272,83.5,1.9649936899845954e-08
2273,83.5,2.017893596661935e-08
2274,83.5,2.0903664799121202e-08
2275,83.5,2.193734049971141e-08
2276,83.5,2.3097580625908165e-08
2277,83.5,2.4626240047176395e-08
2278,83.5,2.5837522454885686e-08
2279,83.5,2.6195350666391448e-08
2280,83.5,2.5362357547464853e-08
2281,83.5,2.3547387373312745e-08
2282,83.5,2.1183930831725206e-08
2283,83.5,1.887467726557901e-08
2284,83.5,1.728551668467304e-08
2285,83.5,1.6113528844563518e-08
2286,83.5,1.5415908993787752e-08
2287,83.5,1.5234660644125597e-08
2288,83.6,1.5590747137750327e-08
2289,83.6,1.6337742825278667e-08
2290,83.6,1.725608467229023e-08
2291,83.6,1.7932273776999352e-08
2292,83.6,1.834053564575555e-08
2293,83.6,1.870280508242672e-08
2294,83.6,1.883906064481522e-08
2295,83.6,1.9113560290051623e-08
2296,83.6,1.985362529932644e-08
2297,83.6,2.070459048653106e-08
2298,83.6,2.1447213116587704e-08
2299,83.6,2.1889326129453934e-08
2300,83.6,2.188001857472699e-08
2301,83.6,2.1300655017597592e-08
2302,83.8,2.1512413517221773e-08
2303,83.8,2.1529691140997897e-08
2304,83.6,2.041485369641549e-08
2305,83.6,1.9090356628836957e-08
2306,83.6,1.7335680446706192e-08
2307,83.6,1.5074854364804935e-08
2308,83.6,1.4109624246749775e-08
2309,83.6,1.4256622216102244e-08
2310,83.6,1.51250457713914e-08
2311,83.6,1.6027653759742577e-08
2312,83.6,1.6320223950039292e-08
2313,83.6,1.559373730142255e-08
2314,83.6,1.352072309668273e-08
2315,83.5,1.2024901852036862e-08
2316,83.5,1.1047841863565111e-08
2317,83.5,1.05102443415106e-08
2318,83.5,1.0343216394481658e-08
2319,83.5,9.961225733157164e-09
2320,83.5,8.783663241196393e-09
2321,83.5,7.992736583695148e-09
2322,83.4,7.865285867048044e-09
2323,83.5,7.96949362058541e-09
2324,83.5,8.814598939643759e-09
2325,83.4,9.038709558595315e-09
2326,83.4,8.688300967563123e-09
2327,83.3,8.060103140472563e-09
2328,83.1,7.859382811226112e-09
2329,83.1,8.483132529768511e-09
2330,83.1,8.642339399678178e-09
2331,83,8.740709489529763e-09
2332,83,9.422472913023228e-09
2333,82.8,1.0126821714528944e-08
2334,82.4,1.1804672794824e-08
2335,82.4,1.2881661293207003e-08
2336,82.1,1.1612129480198519e-08
2337,82.1,1.1375724362494566e-08
2338,82,1.2238749347304179e-08
2339,81.9,1.232001267670313e-08
2340,81.9,1.1769537788808293e-08
2341,81.8,1.1072561645342205e-08
2342,81.8,1.095859847310976e-08
2343,81.6,1.0550868512204659e-08
2344,81.6,1.1505802421929445e-08
2345,81.5,1.3293212308695956e-08
2346,81.4,1.669686278127358e-08
2347,81.4,2.249523833874889e-08
2348,81.4,2.7808047309285655e-08
2349,81.4,2.9140431845320336e-08
2350,81.3,2.9731195727578097e-08
2351,81.3,2.7962926751889938e-08
2352,81.3,2.4693341371673228e-08
2353,81.1,2.1061560273594182e-08
2354,81.1,1.8214782238068494e-08
2355,81.1,1.5368019523620546e-08
2356,81.1,1.3680484522993197e-08
2357,81.1,1.3115790120643567e-08
2358,81.1,1.3972390133787371e-08
2359,81.3,1.5513172635372996e-08
2360,81.6,1.830666873647857e-08
2361,81.6,2.169344681668406e-08
2362,81.8,2.1435662800328714e-08
2363,81.9,2.0649762011437645e-08
2364,81.9,2.3774083257599443e-08
2365,81.9,3.4857012054523295e-08
2366,81.9,5.434122496428273e-08
2367,81.9,7.786674649512548e-08
2368,81.9,9.564777847526074e-08
2369,81.9,1.0535335881467489e-07
2370,82,1.085331217121066e-07
2371,82,1.1148272238692414e-07
2372,82.5,1.2114948211294774e-07
2373,82.8,1.4772188083878035e-07
2374,83,1.6992591178599525e-07
2375,83.1,1.7590031176073495e-07
2376,83.3,1.7327677981349154e-07
2377,83.3,1.7056657841685308e-07
2378,83.3,1.7757936787710094e-07
2379,83.3,1.9606242440683985e-07
2380,83.3,2.211689653641713e-07
2381,83.3,2.4400011955361123e-07
2382,83.4,2.591518631911427e-07
2383,83.4,2.6542474174107156e-07
2384,83.4,2.6600759828188103e-07
2385,83.4,2.655493402947684e-07
2386,83.4,2.7313471617773644e-07
2387,83.4,2.82265414708327e-07
2388,83.4,2.8796579609746686e-07
2389,83.4,2.8851005073882163e-07
2390,83.4,2.846263894573653e-07
2391,83.4,2.7718527573217244e-07
2392,83.4,2.6923119333943646e-07
2393,83.4,2.613944493079501e-07
2394,83.4,2.55493849077304e-07
2395,83.3,2.5166611916649373e-07
2396,83.3,2.495515004641291e-07
2397,83.3,2.474129193741348e-07
2398,83.3,2.4387428909644626e-07
2399,83.3,2.418541926729745e-07
2400,83.3,2.399665519625671e-07
2401,83.3,2.396266972626293e-07
2402,83.3,2.400808285507594e-07
2403,83.3,2.404375073483678e-07
2404,83.1,2.3991033659687133e-07
2405,83.1,2.3829120721075014e-07
2406,83.3,2.3499112311586856e-07
2407,83.3,2.310553068873844e-07
2408,83.3,2.2677386957159484e-07
2409,83.3,2.2259488119402704e-07
2410,83.3,2.1702876096263424e-07
2411,83.3,2.0836688097158884e-07
2412,83.3,2.0359594476992982e-07
2413,83.3,2.022700956727519e-07
2414,83.3,2.0417223123292416e-07
2415,83.3,2.0452899374134859e-07
2416,83.3,1.9940540807450446e-07
2417,83.3,1.8749964103559336e-07
2418,83.3,1.7652022388237043e-07
2419,83.4,1.7040629274323038e-07
2420,83.4,1.7335588597955365e-07
2421,83.3,1.8410836122306762e-07
2422,83.3,1.9552561791869039e-07
2423,83.3,1.8614220775869939e-07
2424,83.1,1.587509196321335e-07
2425,83.1,1.3164048562330777e-07
2426,83.1,1.0544104389609288e-07
2427,83.1,8.696106545968973e-08
2428,83.1,8.056488909335968e-08
2429,83.1,7.960362347070316e-08
2430,83.1,7.95414351051349e-08
2431,83.1,7.821557479470442e-08
2432,83.1,7.450755301618983e-08
2433,83.1,6.820556763820207e-08
2434,83.1,5.8761571830601156e-08
2435,83.1,5.238240041727238e-08
2436,83.1,5.79376515652541e-08
2437,83.1,5.429086680219797e-08
2438,83.1,4.136050046898987e-08
2439,83.1,3.435809092788844e-08
2440,83.1,3.882972887669922e-08
2441,83.1,4.1991589871948065e-08
2442,83,4.1496508784710784e-08
2443,83,4.052661550790759e-08
